Year,Week,UC_name,cases,week_start,own_lag1,own_lag2,own_lag3,own_lag4,own_roll2,own_roll4,own_roll8,own_delta,city_cases,city_lag1,city_lag2,city_roll4,nb_sum1,nb_mean1,nb_max1,nb_sum2,nb_mean2,nb_max2,nb_delta,temp_mean,temp_max,temp_min,humidity,rain,rain_days,pressure,wind,temp_mean_lag2,temp_mean_lag4,temp_mean_lag6,temp_mean_lag8,humidity_lag2,humidity_lag4,humidity_lag6,humidity_lag8,rain_lag2,rain_lag4,rain_lag6,rain_lag8,rain_days_lag2,rain_days_lag4,rain_days_lag6,rain_days_lag8,rain_c8,week_sin,week_cos,target
2021,11,107 UC,0,2021-03-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,26.67142857142857,13.62857142857143,53.142857142857146,5.7,1,1012.0571428571428,8.357142857142858,18.314285714285713,16.157142857142855,11.814285714285717,10.328571428571427,42.714285714285715,55.42857142857143,64.71428571428571,70.0,1.9,0.0,3.5,10.4,1.0,0.0,2.0,1.0,39.4,0.970941817426052,0.23931566428755804,0.0
2021,12,107 UC,0,2021-03-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.97142857142857,23.614285714285717,13.328571428571427,69.57142857142857,58.9,3,1012.8,9.242857142857144,17.6,17.52857142857143,15.2,10.257142857142856,57.285714285714285,56.42857142857143,59.142857142857146,57.142857142857146,14.5,9.099999999999998,0.0,0.0,3.0,1.0,0.0,0.0,34.7,0.992708874098054,0.120536680255323,0.0
2021,13,107 UC,0,2021-03-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.557142857142857,26.82857142857143,14.842857142857143,34.285714285714285,1.0,0,1006.4142857142856,15.885714285714286,19.8,18.314285714285713,16.157142857142855,11.814285714285717,53.142857142857146,42.714285714285715,55.42857142857143,64.71428571428571,5.7,1.9,0.0,3.5,1.0,1.0,0.0,2.0,93.6,1.0,-1.6081226496766366e-16,0.0
2021,14,107 UC,0,2021-04-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,27.928571428571427,14.5,46.857142857142854,9.7,1,1012.1142857142858,8.514285714285714,17.97142857142857,17.6,17.52857142857143,15.2,69.57142857142857,57.285714285714285,56.42857142857143,59.142857142857146,58.9,14.5,9.099999999999998,0.0,3.0,3.0,1.0,0.0,91.1,0.992708874098054,-0.12053668025532288,0.0
2021,15,107 UC,0,2021-04-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.614285714285717,27.52857142857143,16.814285714285713,55.142857142857146,17.4,4,1012.3571428571428,8.87142857142857,20.557142857142857,19.8,18.314285714285713,16.157142857142855,34.285714285714285,53.142857142857146,42.714285714285715,55.42857142857143,1.0,5.7,1.9,0.0,0.0,1.0,1.0,0.0,100.8,0.9709418174260521,-0.2393156642875575,0.0
2021,16,107 UC,0,2021-04-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74285714285714,27.24285714285714,14.157142857142857,54.857142857142854,13.2,2,1010.7285714285716,8.6,20.7,17.97142857142857,17.6,17.52857142857143,46.857142857142854,69.57142857142857,57.285714285714285,56.42857142857143,9.7,58.9,14.5,9.099999999999998,1.0,3.0,3.0,1.0,118.2,0.9350162426854148,-0.35460488704253545,0.0
2021,17,107 UC,0,2021-04-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,36.6,20.12857142857143,32.0,0.7,0,1007.7142857142856,7.828571428571428,21.614285714285717,20.557142857142857,19.8,18.314285714285713,55.142857142857146,34.285714285714285,53.142857142857146,42.714285714285715,17.4,1.0,5.7,1.9,4.0,0.0,1.0,1.0,122.30000000000001,0.8854560256532099,-0.4647231720437685,0.0
2021,18,107 UC,0,2021-05-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.585714285714285,33.114285714285714,20.928571428571427,47.142857142857146,4.300000000000001,2,1007.6714285714286,8.585714285714285,20.74285714285714,20.7,17.97142857142857,17.6,54.857142857142854,46.857142857142854,69.57142857142857,57.285714285714285,13.2,9.7,58.9,14.5,2.0,1.0,3.0,3.0,121.1,0.8229838658936565,-0.5680647467311557,0.0
2021,19,107 UC,0,2021-05-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.97142857142857,30.657142857142855,19.485714285714288,53.0,10.4,4,1005.2285714285716,8.057142857142857,28.3,21.614285714285717,20.557142857142857,19.8,32.0,55.142857142857146,34.285714285714285,53.142857142857146,0.7,17.4,1.0,5.7,0.0,4.0,0.0,1.0,110.9,0.7485107481711013,-0.6631226582407951,0.0
2021,20,107 UC,0,2021-05-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.542857142857144,33.8,20.985714285714288,38.285714285714285,0.5,0,1004.842857142857,7.985714285714286,26.585714285714285,20.74285714285714,20.7,17.97142857142857,47.142857142857146,54.857142857142854,46.857142857142854,69.57142857142857,4.300000000000001,13.2,9.7,58.9,2.0,2.0,1.0,3.0,115.6,0.6631226582407952,-0.7485107481711012,0.0
2021,21,107 UC,0,2021-05-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.928571428571427,37.385714285714286,22.0,30.428571428571427,0.1,0,1002.1428571428572,9.357142857142858,24.97142857142857,28.3,21.614285714285717,20.557142857142857,53.0,32.0,55.142857142857146,34.285714285714285,10.4,0.7,17.4,1.0,4.0,0.0,4.0,0.0,57.2,0.5680647467311558,-0.8229838658936564,0.0
2021,22,107 UC,0,2021-05-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.17142857142857,35.042857142857144,23.357142857142858,47.142857142857146,8.3,3,1003.7428571428572,7.828571428571428,27.542857142857144,26.585714285714285,20.74285714285714,20.7,38.285714285714285,47.142857142857146,54.857142857142854,46.857142857142854,0.5,4.300000000000001,13.2,9.7,0.0,2.0,2.0,1.0,56.3,0.46472317204376906,-0.8854560256532096,0.0
2021,23,107 UC,0,2021-06-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.74285714285714,40.142857142857146,27.17142857142857,42.0,6.199999999999999,2,996.9285714285714,8.714285714285714,29.928571428571427,24.97142857142857,28.3,21.614285714285717,30.428571428571427,53.0,32.0,55.142857142857146,0.1,10.4,0.7,17.4,0.0,4.0,0.0,4.0,54.9,0.35460488704253584,-0.9350162426854147,0.0
2021,24,107 UC,0,2021-06-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.514285714285712,34.471428571428575,22.685714285714287,50.857142857142854,9.7,1,998.657142857143,6.671428571428572,29.17142857142857,27.542857142857144,26.585714285714285,20.74285714285714,47.142857142857146,38.285714285714285,47.142857142857146,54.857142857142854,8.3,0.5,4.300000000000001,13.2,3.0,0.0,2.0,2.0,43.699999999999996,0.23931566428755768,-0.970941817426052,0.0
2021,25,107 UC,0,2021-06-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.571428571428573,36.92857142857143,24.1,39.42857142857143,0.6,0,1001.5571428571428,7.885714285714286,33.74285714285714,29.928571428571427,24.97142857142857,28.3,42.0,30.428571428571427,53.0,32.0,6.199999999999999,0.1,10.4,0.7,2.0,0.0,4.0,0.0,40.2,0.12053668025532308,-0.992708874098054,0.0
2021,26,107 UC,0,2021-06-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.957142857142856,39.042857142857144,26.32857142857143,35.857142857142854,0.3,0,998.2285714285716,7.742857142857143,28.514285714285712,29.17142857142857,27.542857142857144,26.585714285714285,50.857142857142854,47.142857142857146,38.285714285714285,47.142857142857146,9.7,8.3,0.5,4.300000000000001,1.0,3.0,0.0,2.0,40.1,-3.216245299353273e-16,-1.0,0.0
