Year,Week,UC_name,cases,week_start
2021,23,DHOK DALAL,0,2021-06-07
2021,24,DHOK DALAL,0,2021-06-14
2021,25,DHOK DALAL,0,2021-06-21
2021,26,DHOK DALAL,0,2021-06-28
2021,27,DHOK DALAL,0,2021-07-05
2021,28,DHOK DALAL,0,2021-07-12
2021,29,DHOK DALAL,0,2021-07-19
2021,30,DHOK DALAL,0,2021-07-26
2021,31,DHOK DALAL,0,2021-08-02
2021,32,DHOK DALAL,0,2021-08-09
2021,33,DHOK DALAL,0,2021-08-16
2021,34,DHOK DALAL,0,2021-08-23
2021,35,DHOK DALAL,0,2021-08-30
2021,36,DHOK DALAL,0,2021-09-06
2021,37,DHOK DALAL,2,2021-09-13
2021,38,DHOK DALAL,0,2021-09-20
2021,39,DHOK DALAL,3,2021-09-27
2021,40,DHOK DALAL,1,2021-10-04
2021,41,DHOK DALAL,2,2021-10-11
2021,42,DHOK DALAL,1,2021-10-18
2021,43,DHOK DALAL,4,2021-10-25
2021,44,DHOK DALAL,0,2021-11-01
2021,45,DHOK DALAL,0,2021-11-08
2021,46,DHOK DALAL,0,2021-11-15
2021,47,DHOK DALAL,0,2021-11-22
2021,48,DHOK DALAL,0,2021-11-29
2021,49,DHOK DALAL,0,2021-12-06
2021,50,DHOK DALAL,0,2021-12-13
2021,51,DHOK DALAL,0,2021-12-20
2021,52,DHOK DALAL,0,2021-12-27
2022,1,DHOK DALAL,0,2022-01-03
2022,2,DHOK DALAL,0,2022-01-10
2022,3,DHOK DALAL,0,2022-01-17
2022,4,DHOK DALAL,0,2022-01-24
2022,5,DHOK DALAL,0,2022-01-31
2022,6,DHOK DALAL,0,2022-02-07
2022,7,DHOK DALAL,0,2022-02-14
2022,8,DHOK DALAL,0,2022-02-21
2022,9,DHOK DALAL,0,2022-02-28
2022,10,DHOK DALAL,0,2022-03-07
2022,11,DHOK DALAL,0,2022-03-14
2022,12,DHOK DALAL,0,2022-03-21
2022,13,DHOK DALAL,0,2022-03-28
2022,14,DHOK DALAL,0,2022-04-04
2022,15,DHOK DALAL,0,2022-04-11
2022,16,DHOK DALAL,0,2022-04-18
2022,17,DHOK DALAL,0,2022-04-25
2022,18,DHOK DALAL,0,2022-05-02
2022,19,DHOK DALAL,0,2022-05-09
2022,20,DHOK DALAL,0,2022-05-16
2022,21,DHOK DALAL,0,2022-05-23
2022,22,DHOK DALAL,0,2022-05-30
2022,23,DHOK DALAL,0,2022-06-06
2022,24,DHOK DALAL,0,2022-06-13
2022,25,DHOK DALAL,0,2022-06-20
2022,26,DHOK DALAL,0,2022-06-27
2022,27,DHOK DALAL,0,2022-07-04
2022,28,DHOK DALAL,0,2022-07-11
2022,29,DHOK DALAL,0,2022-07-18
2022,30,DHOK DALAL,0,2022-07-25
2022,31,DHOK DALAL,0,2022-08-01
2022,32,DHOK DALAL,0,2022-08-08
2022,33,DHOK DALAL,0,2022-08-15
2022,34,DHOK DALAL,0,2022-08-22
2022,35,DHOK DALAL,0,2022-08-29
2022,36,DHOK DALAL,1,2022-09-05
2022,37,DHOK DALAL,1,2022-09-12
2022,38,DHOK DALAL,1,2022-09-19
2022,39,DHOK DALAL,1,2022-09-26
2022,40,DHOK DALAL,1,2022-10-03
2022,41,DHOK DALAL,2,2022-10-10
2022,42,DHOK DALAL,5,2022-10-17
2022,43,DHOK DALAL,1,2022-10-24
2022,44,DHOK DALAL,1,2022-10-31
2022,45,DHOK DALAL,0,2022-11-07
2022,46,DHOK DALAL,0,2022-11-14
2022,47,DHOK DALAL,0,2022-11-21
2022,48,DHOK DALAL,0,2022-11-28
2022,49,DHOK DALAL,0,2022-12-05
2022,50,DHOK DALAL,0,2022-12-12
2022,51,DHOK DALAL,0,2022-12-19
2022,52,DHOK DALAL,0,2022-12-26
2023,1,DHOK DALAL,0,2023-01-02
2023,2,DHOK DALAL,0,2023-01-09
2023,3,DHOK DALAL,0,2023-01-16
2023,4,DHOK DALAL,0,2023-01-23
2023,5,DHOK DALAL,0,2023-01-30
2023,6,DHOK DALAL,0,2023-02-06
2023,7,DHOK DALAL,0,2023-02-13
2023,8,DHOK DALAL,0,2023-02-20
2023,9,DHOK DALAL,0,2023-02-27
2023,10,DHOK DALAL,0,2023-03-06
2023,11,DHOK DALAL,0,2023-03-13
2023,12,DHOK DALAL,0,2023-03-20
2023,13,DHOK DALAL,0,2023-03-27
2023,14,DHOK DALAL,0,2023-04-03
2023,15,DHOK DALAL,0,2023-04-10
2023,16,DHOK DALAL,0,2023-04-17
2023,17,DHOK DALAL,0,2023-04-24
2023,18,DHOK DALAL,0,2023-05-01
2023,19,DHOK DALAL,0,2023-05-08
2023,20,DHOK DALAL,0,2023-05-15
2023,21,DHOK DALAL,0,2023-05-22
2023,22,DHOK DALAL,0,2023-05-29
2023,23,DHOK DALAL,0,2023-06-05
2023,24,DHOK DALAL,0,2023-06-12
2023,25,DHOK DALAL,0,2023-06-19
2023,26,DHOK DALAL,0,2023-06-26
2023,27,DHOK DALAL,0,2023-07-03
2023,28,DHOK DALAL,0,2023-07-10
2023,29,DHOK DALAL,0,2023-07-17
2023,30,DHOK DALAL,0,2023-07-24
2023,31,DHOK DALAL,0,2023-07-31
2023,32,DHOK DALAL,0,2023-08-07
2023,33,DHOK DALAL,0,2023-08-14
2023,34,DHOK DALAL,0,2023-08-21
2023,35,DHOK DALAL,0,2023-08-28
2023,36,DHOK DALAL,0,2023-09-04
2023,37,DHOK DALAL,0,2023-09-11
2023,38,DHOK DALAL,0,2023-09-18
2023,39,DHOK DALAL,2,2023-09-25
2023,40,DHOK DALAL,0,2023-10-02
2023,41,DHOK DALAL,1,2023-10-09
2023,42,DHOK DALAL,1,2023-10-16
2023,43,DHOK DALAL,0,2023-10-23
2023,44,DHOK DALAL,0,2023-10-30
2023,45,DHOK DALAL,0,2023-11-06
2023,46,DHOK DALAL,0,2023-11-13
2023,47,DHOK DALAL,1,2023-11-20
2023,48,DHOK DALAL,0,2023-11-27
2023,49,DHOK DALAL,0,2023-12-04
2023,50,DHOK DALAL,0,2023-12-11
2023,51,DHOK DALAL,0,2023-12-18
2023,52,DHOK DALAL,0,2023-12-25
2024,1,DHOK DALAL,0,2024-01-01
2024,2,DHOK DALAL,0,2024-01-08
2024,3,DHOK DALAL,0,2024-01-15
2024,4,DHOK DALAL,0,2024-01-22
2024,5,DHOK DALAL,0,2024-01-29
2024,6,DHOK DALAL,0,2024-02-05
2024,7,DHOK DALAL,0,2024-02-12
2024,8,DHOK DALAL,0,2024-02-19
2024,9,DHOK DALAL,0,2024-02-26
2024,10,DHOK DALAL,0,2024-03-04
2024,11,DHOK DALAL,0,2024-03-11
2024,12,DHOK DALAL,0,2024-03-18
2024,13,DHOK DALAL,0,2024-03-25
2024,14,DHOK DALAL,0,2024-04-01
2024,15,DHOK DALAL,0,2024-04-08
2024,16,DHOK DALAL,0,2024-04-15
2024,17,DHOK DALAL,0,2024-04-22
2024,18,DHOK DALAL,0,2024-04-29
2024,19,DHOK DALAL,0,2024-05-06
2024,20,DHOK DALAL,0,2024-05-13
2024,21,DHOK DALAL,0,2024-05-20
2024,22,DHOK DALAL,0,2024-05-27
2024,23,DHOK DALAL,0,2024-06-03
2024,24,DHOK DALAL,0,2024-06-10
2024,25,DHOK DALAL,0,2024-06-17
2024,26,DHOK DALAL,0,2024-06-24
2024,27,DHOK DALAL,0,2024-07-01
2024,28,DHOK DALAL,0,2024-07-08
2024,29,DHOK DALAL,0,2024-07-15
2024,30,DHOK DALAL,0,2024-07-22
2024,31,DHOK DALAL,0,2024-07-29
2024,32,DHOK DALAL,0,2024-08-05
2024,33,DHOK DALAL,0,2024-08-12
2024,34,DHOK DALAL,0,2024-08-19
2024,35,DHOK DALAL,0,2024-08-26
2024,36,DHOK DALAL,0,2024-09-02
2024,37,DHOK DALAL,0,2024-09-09
2024,38,DHOK DALAL,0,2024-09-16
2024,39,DHOK DALAL,1,2024-09-23
2024,40,DHOK DALAL,3,2024-09-30
2024,41,DHOK DALAL,1,2024-10-07
2024,42,DHOK DALAL,1,2024-10-14
2024,43,DHOK DALAL,2,2024-10-21
2024,44,DHOK DALAL,4,2024-10-28
2024,45,DHOK DALAL,0,2024-11-04
2024,46,DHOK DALAL,1,2024-11-11
2024,47,DHOK DALAL,2,2024-11-18
2024,48,DHOK DALAL,0,2024-11-25
2024,49,DHOK DALAL,0,2024-12-02
2024,50,DHOK DALAL,0,2024-12-09
2024,51,DHOK DALAL,1,2024-12-16
2024,52,DHOK DALAL,0,2024-12-23
2021,1,DHOK FARMAN ALI,0,2021-01-04
2021,2,DHOK FARMAN ALI,0,2021-01-11
2021,3,DHOK FARMAN ALI,0,2021-01-18
2021,4,DHOK FARMAN ALI,0,2021-01-25
2021,5,DHOK FARMAN ALI,0,2021-02-01
2021,6,DHOK FARMAN ALI,0,2021-02-08
2021,7,DHOK FARMAN ALI,0,2021-02-15
2021,8,DHOK FARMAN ALI,0,2021-02-22
2021,9,DHOK FARMAN ALI,0,2021-03-01
2021,10,DHOK FARMAN ALI,0,2021-03-08
2021,11,DHOK FARMAN ALI,0,2021-03-15
2021,12,DHOK FARMAN ALI,0,2021-03-22
2021,13,DHOK FARMAN ALI,0,2021-03-29
2021,14,DHOK FARMAN ALI,0,2021-04-05
2021,15,DHOK FARMAN ALI,0,2021-04-12
2021,16,DHOK FARMAN ALI,0,2021-04-19
2021,17,DHOK FARMAN ALI,0,2021-04-26
2021,18,DHOK FARMAN ALI,0,2021-05-03
2021,19,DHOK FARMAN ALI,0,2021-05-10
2021,20,DHOK FARMAN ALI,0,2021-05-17
2021,21,DHOK FARMAN ALI,0,2021-05-24
2021,22,DHOK FARMAN ALI,0,2021-05-31
2021,23,DHOK FARMAN ALI,0,2021-06-07
2021,24,DHOK FARMAN ALI,0,2021-06-14
2021,25,DHOK FARMAN ALI,0,2021-06-21
2021,26,DHOK FARMAN ALI,0,2021-06-28
2021,27,DHOK FARMAN ALI,0,2021-07-05
2021,28,DHOK FARMAN ALI,0,2021-07-12
2021,29,DHOK FARMAN ALI,0,2021-07-19
2021,30,DHOK FARMAN ALI,0,2021-07-26
2021,31,DHOK FARMAN ALI,0,2021-08-02
2021,32,DHOK FARMAN ALI,0,2021-08-09
2021,33,DHOK FARMAN ALI,0,2021-08-16
2021,34,DHOK FARMAN ALI,0,2021-08-23
2021,35,DHOK FARMAN ALI,0,2021-08-30
2021,36,DHOK FARMAN ALI,0,2021-09-06
2021,37,DHOK FARMAN ALI,0,2021-09-13
2021,38,DHOK FARMAN ALI,0,2021-09-20
2021,39,DHOK FARMAN ALI,0,2021-09-27
2021,40,DHOK FARMAN ALI,0,2021-10-04
2021,41,DHOK FARMAN ALI,0,2021-10-11
2021,42,DHOK FARMAN ALI,1,2021-10-18
2021,43,DHOK FARMAN ALI,1,2021-10-25
2021,44,DHOK FARMAN ALI,0,2021-11-01
2021,45,DHOK FARMAN ALI,0,2021-11-08
2021,46,DHOK FARMAN ALI,0,2021-11-15
2021,47,DHOK FARMAN ALI,0,2021-11-22
2021,48,DHOK FARMAN ALI,0,2021-11-29
2021,49,DHOK FARMAN ALI,0,2021-12-06
2021,50,DHOK FARMAN ALI,0,2021-12-13
2021,51,DHOK FARMAN ALI,0,2021-12-20
2021,52,DHOK FARMAN ALI,0,2021-12-27
2022,1,DHOK FARMAN ALI,0,2022-01-03
2022,2,DHOK FARMAN ALI,0,2022-01-10
2022,3,DHOK FARMAN ALI,0,2022-01-17
2022,4,DHOK FARMAN ALI,0,2022-01-24
2022,5,DHOK FARMAN ALI,0,2022-01-31
2022,6,DHOK FARMAN ALI,0,2022-02-07
2022,7,DHOK FARMAN ALI,0,2022-02-14
2022,8,DHOK FARMAN ALI,0,2022-02-21
2022,9,DHOK FARMAN ALI,0,2022-02-28
2022,10,DHOK FARMAN ALI,0,2022-03-07
2022,11,DHOK FARMAN ALI,0,2022-03-14
2022,12,DHOK FARMAN ALI,0,2022-03-21
2022,13,DHOK FARMAN ALI,0,2022-03-28
2022,14,DHOK FARMAN ALI,0,2022-04-04
2022,15,DHOK FARMAN ALI,0,2022-04-11
2022,16,DHOK FARMAN ALI,0,2022-04-18
2022,17,DHOK FARMAN ALI,0,2022-04-25
2022,18,DHOK FARMAN ALI,0,2022-05-02
2022,19,DHOK FARMAN ALI,0,2022-05-09
2022,20,DHOK FARMAN ALI,0,2022-05-16
2022,21,DHOK FARMAN ALI,0,2022-05-23
2022,22,DHOK FARMAN ALI,0,2022-05-30
2022,23,DHOK FARMAN ALI,0,2022-06-06
2022,24,DHOK FARMAN ALI,0,2022-06-13
2022,25,DHOK FARMAN ALI,0,2022-06-20
2022,26,DHOK FARMAN ALI,0,2022-06-27
2022,27,DHOK FARMAN ALI,0,2022-07-04
2022,28,DHOK FARMAN ALI,0,2022-07-11
2022,29,DHOK FARMAN ALI,0,2022-07-18
2022,30,DHOK FARMAN ALI,0,2022-07-25
2022,31,DHOK FARMAN ALI,0,2022-08-01
2022,32,DHOK FARMAN ALI,0,2022-08-08
2022,33,DHOK FARMAN ALI,0,2022-08-15
2022,34,DHOK FARMAN ALI,0,2022-08-22
2022,35,DHOK FARMAN ALI,0,2022-08-29
2022,36,DHOK FARMAN ALI,1,2022-09-05
2022,37,DHOK FARMAN ALI,1,2022-09-12
2022,38,DHOK FARMAN ALI,7,2022-09-19
2022,39,DHOK FARMAN ALI,1,2022-09-26
2022,40,DHOK FARMAN ALI,9,2022-10-03
2022,41,DHOK FARMAN ALI,6,2022-10-10
2022,42,DHOK FARMAN ALI,0,2022-10-17
2022,43,DHOK FARMAN ALI,0,2022-10-24
2022,44,DHOK FARMAN ALI,0,2022-10-31
2022,45,DHOK FARMAN ALI,0,2022-11-07
2022,46,DHOK FARMAN ALI,0,2022-11-14
2022,47,DHOK FARMAN ALI,0,2022-11-21
2022,48,DHOK FARMAN ALI,0,2022-11-28
2022,49,DHOK FARMAN ALI,0,2022-12-05
2022,50,DHOK FARMAN ALI,0,2022-12-12
2022,51,DHOK FARMAN ALI,0,2022-12-19
2022,52,DHOK FARMAN ALI,0,2022-12-26
2023,1,DHOK FARMAN ALI,0,2023-01-02
2023,2,DHOK FARMAN ALI,0,2023-01-09
2023,3,DHOK FARMAN ALI,0,2023-01-16
2023,4,DHOK FARMAN ALI,0,2023-01-23
2023,5,DHOK FARMAN ALI,0,2023-01-30
2023,6,DHOK FARMAN ALI,0,2023-02-06
2023,7,DHOK FARMAN ALI,0,2023-02-13
2023,8,DHOK FARMAN ALI,0,2023-02-20
2023,9,DHOK FARMAN ALI,0,2023-02-27
2023,10,DHOK FARMAN ALI,0,2023-03-06
2023,11,DHOK FARMAN ALI,0,2023-03-13
2023,12,DHOK FARMAN ALI,0,2023-03-20
2023,13,DHOK FARMAN ALI,0,2023-03-27
2023,14,DHOK FARMAN ALI,0,2023-04-03
2023,15,DHOK FARMAN ALI,0,2023-04-10
2023,16,DHOK FARMAN ALI,0,2023-04-17
2023,17,DHOK FARMAN ALI,0,2023-04-24
2023,18,DHOK FARMAN ALI,0,2023-05-01
2023,19,DHOK FARMAN ALI,0,2023-05-08
2023,20,DHOK FARMAN ALI,0,2023-05-15
2023,21,DHOK FARMAN ALI,0,2023-05-22
2023,22,DHOK FARMAN ALI,0,2023-05-29
2023,23,DHOK FARMAN ALI,0,2023-06-05
2023,24,DHOK FARMAN ALI,0,2023-06-12
2023,25,DHOK FARMAN ALI,0,2023-06-19
2023,26,DHOK FARMAN ALI,0,2023-06-26
2023,27,DHOK FARMAN ALI,0,2023-07-03
2023,28,DHOK FARMAN ALI,0,2023-07-10
2023,29,DHOK FARMAN ALI,0,2023-07-17
2023,30,DHOK FARMAN ALI,0,2023-07-24
2023,31,DHOK FARMAN ALI,0,2023-07-31
2023,32,DHOK FARMAN ALI,0,2023-08-07
2023,33,DHOK FARMAN ALI,0,2023-08-14
2023,34,DHOK FARMAN ALI,0,2023-08-21
2023,35,DHOK FARMAN ALI,0,2023-08-28
2023,36,DHOK FARMAN ALI,0,2023-09-04
2023,37,DHOK FARMAN ALI,0,2023-09-11
2023,38,DHOK FARMAN ALI,0,2023-09-18
2023,39,DHOK FARMAN ALI,0,2023-09-25
2023,40,DHOK FARMAN ALI,1,2023-10-02
2023,41,DHOK FARMAN ALI,0,2023-10-09
2023,42,DHOK FARMAN ALI,0,2023-10-16
2023,43,DHOK FARMAN ALI,0,2023-10-23
2023,44,DHOK FARMAN ALI,0,2023-10-30
2023,45,DHOK FARMAN ALI,1,2023-11-06
2023,46,DHOK FARMAN ALI,2,2023-11-13
2023,47,DHOK FARMAN ALI,0,2023-11-20
2023,48,DHOK FARMAN ALI,0,2023-11-27
2023,49,DHOK FARMAN ALI,0,2023-12-04
2023,50,DHOK FARMAN ALI,0,2023-12-11
2023,51,DHOK FARMAN ALI,0,2023-12-18
2023,52,DHOK FARMAN ALI,0,2023-12-25
2024,1,DHOK FARMAN ALI,0,2024-01-01
2024,2,DHOK FARMAN ALI,0,2024-01-08
2024,3,DHOK FARMAN ALI,0,2024-01-15
2024,4,DHOK FARMAN ALI,0,2024-01-22
2024,5,DHOK FARMAN ALI,0,2024-01-29
2024,6,DHOK FARMAN ALI,0,2024-02-05
2024,7,DHOK FARMAN ALI,0,2024-02-12
2024,8,DHOK FARMAN ALI,0,2024-02-19
2024,9,DHOK FARMAN ALI,0,2024-02-26
2024,10,DHOK FARMAN ALI,0,2024-03-04
2024,11,DHOK FARMAN ALI,0,2024-03-11
2024,12,DHOK FARMAN ALI,0,2024-03-18
2024,13,DHOK FARMAN ALI,0,2024-03-25
2024,14,DHOK FARMAN ALI,0,2024-04-01
2024,15,DHOK FARMAN ALI,0,2024-04-08
2024,16,DHOK FARMAN ALI,0,2024-04-15
2024,17,DHOK FARMAN ALI,0,2024-04-22
2024,18,DHOK FARMAN ALI,0,2024-04-29
2024,19,DHOK FARMAN ALI,0,2024-05-06
2024,20,DHOK FARMAN ALI,0,2024-05-13
2024,21,DHOK FARMAN ALI,0,2024-05-20
2024,22,DHOK FARMAN ALI,0,2024-05-27
2024,23,DHOK FARMAN ALI,0,2024-06-03
2024,24,DHOK FARMAN ALI,0,2024-06-10
2024,25,DHOK FARMAN ALI,0,2024-06-17
2024,26,DHOK FARMAN ALI,0,2024-06-24
2024,27,DHOK FARMAN ALI,0,2024-07-01
2024,28,DHOK FARMAN ALI,0,2024-07-08
2024,29,DHOK FARMAN ALI,0,2024-07-15
2024,30,DHOK FARMAN ALI,0,2024-07-22
2024,31,DHOK FARMAN ALI,0,2024-07-29
2024,32,DHOK FARMAN ALI,0,2024-08-05
2024,33,DHOK FARMAN ALI,0,2024-08-12
2024,34,DHOK FARMAN ALI,0,2024-08-19
2024,35,DHOK FARMAN ALI,0,2024-08-26
2024,36,DHOK FARMAN ALI,0,2024-09-02
2024,37,DHOK FARMAN ALI,2,2024-09-09
2024,38,DHOK FARMAN ALI,5,2024-09-16
2024,39,DHOK FARMAN ALI,3,2024-09-23
2024,40,DHOK FARMAN ALI,6,2024-09-30
2024,41,DHOK FARMAN ALI,8,2024-10-07
2024,42,DHOK FARMAN ALI,6,2024-10-14
2024,43,DHOK FARMAN ALI,7,2024-10-21
2024,44,DHOK FARMAN ALI,6,2024-10-28
2024,45,DHOK FARMAN ALI,4,2024-11-04
2024,46,DHOK FARMAN ALI,2,2024-11-11
2024,47,DHOK FARMAN ALI,0,2024-11-18
2024,48,DHOK FARMAN ALI,0,2024-11-25
2024,49,DHOK FARMAN ALI,0,2024-12-02
2024,50,DHOK FARMAN ALI,0,2024-12-09
2024,51,DHOK FARMAN ALI,0,2024-12-16
2024,52,DHOK FARMAN ALI,0,2024-12-23
2021,1,DHOK HASSU(NORTH),0,2021-01-04
2021,2,DHOK HASSU(NORTH),0,2021-01-11
2021,3,DHOK HASSU(NORTH),0,2021-01-18
2021,4,DHOK HASSU(NORTH),0,2021-01-25
2021,5,DHOK HASSU(NORTH),0,2021-02-01
2021,6,DHOK HASSU(NORTH),0,2021-02-08
2021,7,DHOK HASSU(NORTH),0,2021-02-15
2021,8,DHOK HASSU(NORTH),0,2021-02-22
2021,9,DHOK HASSU(NORTH),0,2021-03-01
2021,10,DHOK HASSU(NORTH),0,2021-03-08
2021,11,DHOK HASSU(NORTH),0,2021-03-15
2021,12,DHOK HASSU(NORTH),0,2021-03-22
2021,13,DHOK HASSU(NORTH),0,2021-03-29
2021,14,DHOK HASSU(NORTH),0,2021-04-05
2021,15,DHOK HASSU(NORTH),0,2021-04-12
2021,16,DHOK HASSU(NORTH),0,2021-04-19
2021,17,DHOK HASSU(NORTH),0,2021-04-26
2021,18,DHOK HASSU(NORTH),0,2021-05-03
2021,19,DHOK HASSU(NORTH),0,2021-05-10
2021,20,DHOK HASSU(NORTH),0,2021-05-17
2021,21,DHOK HASSU(NORTH),0,2021-05-24
2021,22,DHOK HASSU(NORTH),0,2021-05-31
2021,23,DHOK HASSU(NORTH),0,2021-06-07
2021,24,DHOK HASSU(NORTH),0,2021-06-14
2021,25,DHOK HASSU(NORTH),0,2021-06-21
2021,26,DHOK HASSU(NORTH),0,2021-06-28
2021,27,DHOK HASSU(NORTH),0,2021-07-05
2021,28,DHOK HASSU(NORTH),0,2021-07-12
2021,29,DHOK HASSU(NORTH),0,2021-07-19
2021,30,DHOK HASSU(NORTH),0,2021-07-26
2021,31,DHOK HASSU(NORTH),0,2021-08-02
2021,32,DHOK HASSU(NORTH),0,2021-08-09
2021,33,DHOK HASSU(NORTH),0,2021-08-16
2021,34,DHOK HASSU(NORTH),0,2021-08-23
2021,35,DHOK HASSU(NORTH),0,2021-08-30
2021,36,DHOK HASSU(NORTH),0,2021-09-06
2021,37,DHOK HASSU(NORTH),0,2021-09-13
2021,38,DHOK HASSU(NORTH),0,2021-09-20
2021,39,DHOK HASSU(NORTH),0,2021-09-27
2021,40,DHOK HASSU(NORTH),0,2021-10-04
2021,41,DHOK HASSU(NORTH),0,2021-10-11
2021,42,DHOK HASSU(NORTH),0,2021-10-18
2021,43,DHOK HASSU(NORTH),0,2021-10-25
2021,44,DHOK HASSU(NORTH),0,2021-11-01
2021,45,DHOK HASSU(NORTH),0,2021-11-08
2021,46,DHOK HASSU(NORTH),0,2021-11-15
2021,47,DHOK HASSU(NORTH),0,2021-11-22
2021,48,DHOK HASSU(NORTH),0,2021-11-29
2021,49,DHOK HASSU(NORTH),0,2021-12-06
2021,50,DHOK HASSU(NORTH),0,2021-12-13
2021,51,DHOK HASSU(NORTH),0,2021-12-20
2021,52,DHOK HASSU(NORTH),0,2021-12-27
2022,1,DHOK HASSU(NORTH),0,2022-01-03
2022,2,DHOK HASSU(NORTH),0,2022-01-10
2022,3,DHOK HASSU(NORTH),0,2022-01-17
2022,4,DHOK HASSU(NORTH),0,2022-01-24
2022,5,DHOK HASSU(NORTH),0,2022-01-31
2022,6,DHOK HASSU(NORTH),0,2022-02-07
2022,7,DHOK HASSU(NORTH),0,2022-02-14
2022,8,DHOK HASSU(NORTH),0,2022-02-21
2022,9,DHOK HASSU(NORTH),0,2022-02-28
2022,10,DHOK HASSU(NORTH),0,2022-03-07
2022,11,DHOK HASSU(NORTH),0,2022-03-14
2022,12,DHOK HASSU(NORTH),0,2022-03-21
2022,13,DHOK HASSU(NORTH),0,2022-03-28
2022,14,DHOK HASSU(NORTH),0,2022-04-04
2022,15,DHOK HASSU(NORTH),0,2022-04-11
2022,16,DHOK HASSU(NORTH),0,2022-04-18
2022,17,DHOK HASSU(NORTH),0,2022-04-25
2022,18,DHOK HASSU(NORTH),0,2022-05-02
2022,19,DHOK HASSU(NORTH),0,2022-05-09
2022,20,DHOK HASSU(NORTH),0,2022-05-16
2022,21,DHOK HASSU(NORTH),0,2022-05-23
2022,22,DHOK HASSU(NORTH),0,2022-05-30
2022,23,DHOK HASSU(NORTH),0,2022-06-06
2022,24,DHOK HASSU(NORTH),0,2022-06-13
2022,25,DHOK HASSU(NORTH),0,2022-06-20
2022,26,DHOK HASSU(NORTH),0,2022-06-27
2022,27,DHOK HASSU(NORTH),0,2022-07-04
2022,28,DHOK HASSU(NORTH),0,2022-07-11
2022,29,DHOK HASSU(NORTH),0,2022-07-18
2022,30,DHOK HASSU(NORTH),0,2022-07-25
2022,31,DHOK HASSU(NORTH),0,2022-08-01
2022,32,DHOK HASSU(NORTH),0,2022-08-08
2022,33,DHOK HASSU(NORTH),0,2022-08-15
2022,34,DHOK HASSU(NORTH),0,2022-08-22
2022,35,DHOK HASSU(NORTH),0,2022-08-29
2022,36,DHOK HASSU(NORTH),0,2022-09-05
2022,37,DHOK HASSU(NORTH),0,2022-09-12
2022,38,DHOK HASSU(NORTH),0,2022-09-19
2022,39,DHOK HASSU(NORTH),0,2022-09-26
2022,40,DHOK HASSU(NORTH),0,2022-10-03
2022,41,DHOK HASSU(NORTH),0,2022-10-10
2022,42,DHOK HASSU(NORTH),0,2022-10-17
2022,43,DHOK HASSU(NORTH),0,2022-10-24
2022,44,DHOK HASSU(NORTH),0,2022-10-31
2022,45,DHOK HASSU(NORTH),0,2022-11-07
2022,46,DHOK HASSU(NORTH),0,2022-11-14
2022,47,DHOK HASSU(NORTH),0,2022-11-21
2022,48,DHOK HASSU(NORTH),0,2022-11-28
2022,49,DHOK HASSU(NORTH),0,2022-12-05
2022,50,DHOK HASSU(NORTH),0,2022-12-12
2022,51,DHOK HASSU(NORTH),0,2022-12-19
2022,52,DHOK HASSU(NORTH),0,2022-12-26
2023,1,DHOK HASSU(NORTH),0,2023-01-02
2023,2,DHOK HASSU(NORTH),0,2023-01-09
2023,3,DHOK HASSU(NORTH),0,2023-01-16
2023,4,DHOK HASSU(NORTH),0,2023-01-23
2023,5,DHOK HASSU(NORTH),0,2023-01-30
2023,6,DHOK HASSU(NORTH),0,2023-02-06
2023,7,DHOK HASSU(NORTH),0,2023-02-13
2023,8,DHOK HASSU(NORTH),0,2023-02-20
2023,9,DHOK HASSU(NORTH),0,2023-02-27
2023,10,DHOK HASSU(NORTH),0,2023-03-06
2023,11,DHOK HASSU(NORTH),0,2023-03-13
2023,12,DHOK HASSU(NORTH),0,2023-03-20
2023,13,DHOK HASSU(NORTH),0,2023-03-27
2023,14,DHOK HASSU(NORTH),0,2023-04-03
2023,15,DHOK HASSU(NORTH),0,2023-04-10
2023,16,DHOK HASSU(NORTH),0,2023-04-17
2023,17,DHOK HASSU(NORTH),0,2023-04-24
2023,18,DHOK HASSU(NORTH),0,2023-05-01
2023,19,DHOK HASSU(NORTH),0,2023-05-08
2023,20,DHOK HASSU(NORTH),0,2023-05-15
2023,21,DHOK HASSU(NORTH),0,2023-05-22
2023,22,DHOK HASSU(NORTH),0,2023-05-29
2023,23,DHOK HASSU(NORTH),0,2023-06-05
2023,24,DHOK HASSU(NORTH),0,2023-06-12
2023,25,DHOK HASSU(NORTH),0,2023-06-19
2023,26,DHOK HASSU(NORTH),0,2023-06-26
2023,27,DHOK HASSU(NORTH),0,2023-07-03
2023,28,DHOK HASSU(NORTH),0,2023-07-10
2023,29,DHOK HASSU(NORTH),0,2023-07-17
2023,30,DHOK HASSU(NORTH),0,2023-07-24
2023,31,DHOK HASSU(NORTH),0,2023-07-31
2023,32,DHOK HASSU(NORTH),0,2023-08-07
2023,33,DHOK HASSU(NORTH),0,2023-08-14
2023,34,DHOK HASSU(NORTH),0,2023-08-21
2023,35,DHOK HASSU(NORTH),0,2023-08-28
2023,36,DHOK HASSU(NORTH),0,2023-09-04
2023,37,DHOK HASSU(NORTH),0,2023-09-11
2023,38,DHOK HASSU(NORTH),0,2023-09-18
2023,39,DHOK HASSU(NORTH),0,2023-09-25
2023,40,DHOK HASSU(NORTH),0,2023-10-02
2023,41,DHOK HASSU(NORTH),0,2023-10-09
2023,42,DHOK HASSU(NORTH),0,2023-10-16
